"conceptid";"preflabel";"modified";"altlabel";"definition"
"S0600215";"Gross production rate";"10/3/2018 01:19:31";"";"The rate at which an entity (chemical, biological) is produced over time in a system inclusive of any amount lost from the system."
"S0600216";"Net production rate";"10/3/2018 01:19:34";"";"The rate at which the amount of an entity (chemical, biological) changes over time in a system. It is the resultant of the amount produced minus the amount lost or consumed."
"S0600217";"Attenuation";"12/5/2018 05:31:40";"";"The proportion of any kind of flux or signal that is lost when absorbed or scattered by a medium."
"S0600218";"Attenuation due to backscatter";"12/5/2018 05:31:40";"";"The fraction of scattered light that is deflected through scattering angles greater than 90 deg."
"S0600219";"Attenuation due to volume scatter";"12/5/2018 05:31:40";"";"The fraction of scattered light that is deflected through scattering angles from 0-180 degrees that is dependent on the volume of the medium."
"S0600220";"Abundance increase";"1/21/2019 14:41:15";"";"The positive change in the number of occurrences of an entity between two points (typically two points in time); negative values indicate a decrease."
"S0600221";"Latitude north";"1/25/2019 15:03:46";"";"Angular distance from the equator along a meridian of the Earth's surface, ranging from -90deg at the South Pole to 90deg at the North Pole."
"S0600222";"Longitude east";"1/25/2019 15:03:46";"";"Angular distance from the Prime Meridian along a parallel of the Earth's surface, ranging from 0deg to 180deg to the east, and 0deg to -180deg to the west."
"S0600223";"Easting";"1/25/2019 15:03:46";"";"Cartesian x co-ordinate of a point relative to a horizontal datum."
"S0600224";"Northing";"1/25/2019 15:03:46";"";"Cartesian y co-ordinate of a point relative to a horizontal datum."
"S0600225";"Period at maximum recorded height";"2/19/2019 14:23:15";"Tmax";"A wave parameter defined as the period of the highest wave in a record."
"S0600226";"Specimen decomposition stage code";"3/16/2019 13:27:08";"";"A code from a known classification scale specified elsewhere in the metadata indicating the condition of decomposiion of a biological specimen."
"S0600227";"Cause of death";"3/16/2019 13:39:44";"";"Single cause of death of biological specimen. This is either free text or a term or code from a controlled vocabulary."
"S0600228";"Likelihood category of death from natural causes";"4/27/2022 09:58:55";"";"Term indicating the probability (for example: not/impossible, possible, probable, likely, definitely, unknown) that a biological organism died of natural causes."
"S0600229";"Likelihood category of death from fishing by-catch";"4/27/2022 09:58:55";"";"Term indicating the probability (for example: not/impossible, possible, probable, likely, definitely, unknown) that a biological organism died of accidental by-catch from fishing activities."
"S0600230";"Likelihood category of death from ship strike";"4/27/2022 09:58:55";"";"Term indicating the probability (for example: not/impossible, possible, probable, likely, definitely, unknown) that a biological organism died following a collision with a ship."
"S0600231";"Likelihood category of death from predation";"4/27/2022 09:58:55";"";"Term indicating the probability (for example: not/impossible, possible, probable, likely, definitely, unknown) that a biological organism died following a predatory attack."
"S0600232";"Ash-free dry weight biomass production rate";"3/16/2019 14:07:27";"";"The rate (measured or modelled) at which biomass, exclusive of water and mineral matter, is produced over a given time."
"S0600233";"Blubber thickness";"3/16/2019 17:15:49";"";"The thickness of the layer of adipose subcutaneous tissue (blubber) found in cetaceans, pinnipeds, sirenians, and polar bears."
"S0600234";"Nutritional status category";"3/16/2019 17:20:49";"";"Term (free text or from a controlled vocabulary) indicating the nutritional status or emaciation score of biological organisms."
"S0600235";"Nominal concentration";"3/26/2019 18:13:55";"";"Term used to indicate that the value is an approximation of the real concentration of a substance in a solution."
"S0600236";"Dilution of precision";"4/4/2019 16:57:07";"DOP";"Uncertainty index associated with the geometry of a ranging system."
"S0600237";"Mass depth";"4/9/2019 19:15:11";"";"Cumulative mass per unit surface of a medium or succession of media along a vertical path."
"S0600238";"Sound pressure level";"4/10/2019 18:53:21";"";"The pressure caused by a sound wave and expressed as the logarithm of the effective sound pressure to a reference value; also called acoustic pressure level. Unless otherwise specified, pressure is expressed in root-mean-square values and the reference sound pressure is 20 micropascal for sound in air and 1 micropascal for sound in other media."
"S0600239";"Root-mean-square sound pressure";"4/10/2019 19:16:01";"";"The square root of the mean of the variances of the instantaneous pressure of the sound signal over a given duration."
"S0600240";"Atomic ratio";"5/30/2019 18:28:24";"";"Quotient of the number of atoms of two co-located chemical elements or isotopes."
"S0600241";"Activity ratio";"5/30/2019 18:28:51";"";"Quotient of the radioactive decay rates of two co-located radionuclides."
"S0600242";"Potential temperature";"6/4/2019 19:21:48";"";"The temperature that a parcel of air or water would have if moved adiabatically (i.e. without exchange of heat) to a standard reference pressure."
"S0600243";"Serial number";"7/12/2019 11:48:46";"";"A number that is one of a series that identifies an object or thing from others in the series. For example, an identifier given to a manufactured part of a product line that uniquely identifies it from other parts produced in that line."
"S0600244";"Horizontal visibility";"2/19/2020 16:15:34";"";"Maximum distance at which an observer can see and identify an object lying close to the horizontal plane on which he or she is standing. (source: AMS glossary, 20200219)"
"S0600245";"Speed (3D resultant)";"2/19/2020 16:43:49";"";"Speed computed from 3 orthogonal vectors (x, y, z)."
"S0600246";"Horizontal visibility (WMO code)";"2/19/2020 17:37:38";"";"An integer code used to classify the horizontal visibility."
"S0600247";"Velocity along x-axis";"2/19/2020 18:35:56";"";"The velocity of a phenomenon resolved along the x-axis of a co-ordinate system."
"S0600248";"Velocity along y-axis";"2/19/2020 18:36:13";"";"The velocity of a phenomenon resolved along the y-axis of a co-ordinate system."
"S0600249";"Eastward wind stress";"2/25/2020 10:23:53";"";"The drag force per unit area caused by wind shear towards the compass direction of true east."
"S0600250";"Northward wind stress";"2/25/2020 10:24:26";"";"The drag force per unit area caused by wind shear towards the compass direction of true north."
"S0600251";"Radius";"5/11/2020 17:13:45";"";"The distance between the centre of a sphere or a circle and any points on its perimeter."
"S0600252";"Wind-chill equivalent temperature";"5/11/2020 17:34:18";"";"Apparent temperature ("feels-like temperature") which would result in the same cooling effect as would be calculated from combined effect of air temperature (as per dry bulb air temperature) and wind speed."
"S0600253";"Preserved wet weight";"5/12/2020 16:31:39";"";"The weight of a biological sample following preservation in formaldehyde (formalin) or ethanol for example."
"S0600254";"Amplitude";"6/17/2020 21:15:04";"";"The maximum displacement of a periodic variable over a single spatial or temporal period."
"S0600255";"Location (geographic coordinates)";"10/20/2020 22:08:30";"";"A location relative to the surface of the Earth, or other planetary or stellar body, represented by a point, line, arc, or any other type of polygon, and defined by encoding the coordinates of the location in a known Coordinate Reference System. Where possible, the Coordinate Reference System used should be specified elsewhere in the metadata by a term from a well defined and managed register such as the European Petroleum Survey Group (EPSG) Geodetic Parameter Dataset."
"S0600256";"One-way travel time";"10/20/2020 22:12:37";"";"The time taken for an acoustic signal to travel from its source to a reflecting or refracting surface."
"S0600257";"Two-way travel time";"10/20/2020 22:14:37";"TWT";"The time taken for an acoustic signal to travel from its source to a reflecting or refracting surface and back to a receiver."
"S0600258";"Richter magnitude scale";"10/20/2020 22:18:13";"ML";"The logarithm of the amplitude of seismic waves released during a rupture of Earth's crust (earthquake), recorded by seismographs. Also known as the local magnitude scale (ML), it was developed in 1935 by Charles F. Richter."
"S0600259";"Surface elevation";"10/20/2020 22:20:36";"";"The vertical distance of the surface above (positive values) or below (negative values) a fixed reference point."
"S0600260";"Equivalent spherical diameter";"11/4/2020 11:01:36";"ESD";"The diameter of a spherical particle of equivalent volume which will give identical geometric, optical, electrical or aerodynamic behaviour to that of the particle (non-spherical) being examined, sometimes referred to as the Stokes diameter for particles in non-turbulent flows (Source: IUPAC (1990), https://doi.org/10.1351/pac199062112167)."
"S0600261";"Length (fork length)";"11/26/2020 14:38:25";"";"A standard body length measurement used in fish biometric studies for fishes with forked tails and taken as the distance measured from the tip of the snout in a straight line to the posterior end of the shortest caudal rays in the center of the fork."
"S0600262";"Length (total length)";"11/26/2020 14:40:10";"";"A standard body length measurement used in biometric studies and taken as the longest distance along the main axis. In fish biometrics, this is the distance from the tip of the snout in a straight line to the posterior end of the caudal fin."
"S0600263";"Length (second dorsal length)";"11/26/2020 14:41:13";"";"A body length measurement used for ratfish in fish biometric studies and taken as the distance measured from the snout to the posterior edge of the posterior lobe of the second dorsal fin."
"S0600264";"Height";"11/30/2020 13:17:53";"";"The vertical dimension of an object."
"S0600265";"Radial velocity (away from)";"12/21/2020 22:58:00";"";"The rate at which matter or an object moves away from a reference point along a line connecting the reference point to the moving object or particle of matter. In radar technology it is the component of the target's motion that is along the radar beam."
"S0600266";"Latent heat flux";"3/13/2021 11:55:59";"";"The quantity of energy per unit area per unit time lost from the ocean surface resulting in ocean cooling that is subsequently released to warm the atmosphere when the vapour condenses to form clouds."
"S0600267";"Sensible heat flux";"3/13/2021 11:58:43";"";"The quantity of heat transferred from water to air per unit area per unit time caused by the difference in temperature between the sea and the air."
"S0600268";"Friction velocity";"3/16/2021 18:56:02";"shear velocity";"Also know as shear velocity, friction velocity is a way of expressing shear stress in units of velocity. It is defined as the square root of shear stress divided by fluid density. It is used in fluid mechanics to compare true velocities to a velocity that relates to shear between layers of flow."
"S0600269";"Transparency class";"4/25/2021 23:44:36";"";"A character string defining the transparency, opacity or translucency of an object in a classification."
"S0600270";"Size category";"4/26/2021 17:56:09";"";"Terms used in the construction of a complex variable description when the objects of interest need to be grouped according to their size. These categories may be expressed as text (e.g. "small", "large") or size intervals (e.g. ">200um", "20-20um"). It is recommended that the result be constrained by a controlled vocabulary such as [S09] (http://vocab.nerc.ac.uk/collection/S09/current/) for biological objects."
"S0600271";"Biomass as nitrogen";"4/27/2021 12:15:47";"";"Mass of living biological organisms measured or expressed as the mass of organically bound nitrogen."
"S0600272";"Biomass as carbon";"4/27/2021 12:16:42";"";"Mass of living biological organisms measured or expressed as the mass of organically bound carbon."
"S0600273";"Sauter mean diameter";"6/16/2021 12:47:17";"SMD";"An average of particle size determined as the average diameter of a collection of spherical particles that have the same volume/surface area ratio as a particle of interest."
"S0600274";"Pressure";"6/16/2021 12:56:15";"";"Force per unit area applied in the direction perpendicular to a surface. For pressure measurements used to express the depth (vertical coordinate) in a water body use SDN:S06::S0600168."
"S0600275";"Sequence number";"7/6/2021 10:26:21";"";"A number belonging to an ordered list of numbers."
"S0600276";"Width (expressed as pixels)";"10/14/2021 16:55:23";"";"The side-to-side dimension of the digital representation of an object in a digital image measured in number of pixels."
"S0600277";"pH (total scale)";"11/1/2021 11:53:00";"";"A measure of acidity based on the free proton (hydrogen ion) concentration plus hydrogen sulfate ion concentration."
"S0600278";"pH (free scale)";"11/1/2021 11:53:00";"";"A measure of acidity based on the free proton (hydrogen ion) concentration."
"S0600279";"pH (seawater scale)";"11/1/2021 11:53:00";"";"A measure of acidity based on the free proton (hydrogen ion) concentration plus hydrogen sulfate ion concentration plus fluoride ion concentration."
"S0600280";"pH (NBS scale)";"11/1/2021 11:53:00";"";"A measure of acidity based on the National Bureau of Standards' operational pH scale which denotes the negative of the common logarithm of the free proton (hydrogen ion) activity, -log ag."
"S0600281";"pH (unspecified scale)";"11/8/2021 13:40:44";"";"A measure of acidity where the scale is either unknown or not specified."
"S0600282";"Enrichment with respect to VCDT";"2/17/2022 21:04:04";"";"The change in the relative abundance of an isotope of a given element relative to its relative abundance in the Vienna Canyon Diablo Troilite (VCDT) international measurement standard, also known as IAEA-S-1 and formerly known as NZ-1 (NIST 8554), a reference material for relative sulfur isotope ratio measurements."
"S0600283";"Total alkalinity";"3/22/2022 13:32:29";"";"The acid-neutralising capacity of solutes in an aqueous system or sample."
"S0600284";"Saturation state";"3/28/2022 17:25:57";"";"A measure of the thermodynamic potential for a mineral to form or to dissolve."
"S0600285";"Remote sensing reflectance";"4/26/2022 12:21:58";"Rrs";"The water-leaving radiance at a given wavelength, Lw(?), corrected for bidirectional effects of the air-sea interface and sub-surface light field, and normalised by downwelling solar irradiance, Ed(?), just above the sea surface (Franz, NASA Goddard Space Flight Center)."
