"conceptid";"preflabel";"modified";"altlabel";"definition"
"EPC00152";"Inorganic nitrogen in the sediment";"12/12/2016 15:20:45";"Inorganic nitrogen in the sediment";"Concentration of inorganic nitrogen per unit dry weight of sediment (regardless of sediment size class)."
"EPC00153";"Water body organic phosphorus";"12/12/2016 15:20:45";"Water body organic phosphorus";"Concentration of organic phosphorus per unit volume of river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00154";"Water body anthracene";"12/12/2016 15:20:45";"Water body anthracene";"Concentration of anthracene (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00157";"Water body particulate organic carbon {POC}";"12/12/2016 15:20:45";"Water body particulate organic carbon {POC}";"Concentration of organic carbon in suspended particulate matter (regardless of filter porosity) in river, estuary, sea or ocean."
"EPC00159";"Water body organic nitrogen";"12/12/2016 15:20:45";"Water body organic nitrogen";"Concentration of organic nitrogen per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00160";"Water body dissolved nitrogen";"12/12/2016 15:20:45";"Water body dissolved nitrogen";"Concentration of total dissolved nitrogen per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00162";"Fluoranthene in the sediment";"12/12/2016 15:20:45";"Fluoranthene in the sediment";"Concentration of fluoranthene per unit dry weight of sediment (regardless of sediment size class)."
"EPC00163";"Water body PCB153";"12/12/2016 15:20:45";"Water body PCB153";"Concentration of PCB153 (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean."
"EPC00164";"PCB101 in the sediment";"12/12/2016 15:20:45";"PCB101 in the sediment";"Concentration of PCB101 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00168";"Water body pH";"12/12/2016 15:20:45";"Water body pH";"Water body pH."
"EPC00170";"Nitrogen in the sediment";"12/12/2016 15:20:45";"Nitrogen in the sediment";"Concentration of nitrogen per unit dry weight of sediment (regardless of sediment size class)."
"EPC00171";"Benzo(a)pyrene in the sediment";"12/12/2016 15:20:45";"Benzo(a)pyrene in the sediment";"Concentration of benzo(a)pyrene per unit dry weight of sediment (regardless of sediment size class, analytical and normalization method)."
"EPC00172";"Water body phenanthrene";"12/12/2016 15:20:45";"Water body phenanthrene";"Concentration of phenantrene (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean."
"EPC00173";"Organic carbon in the sediment";"12/12/2016 15:20:45";"Organic carbon in the sediment";"Concentration of organic carbon per unit dry weight of sediment (regardless of sediment size class)."
"EPC00174";"PCB118 in the sediment";"12/12/2016 15:20:45";"PCB118 in the sediment";"Concentration of PCB118 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00175";"Water body PCB105";"12/12/2016 15:20:45";"Water body PCB105";"Concentration of PCB105 (dissolved, reactive particulate or suspended particulate material) per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00177";"Caesium-137 in the sediment";"12/12/2016 15:20:45";"Caesium-137 in the sediment";"Activity of caesium-137 per unit dry weight of sediment."
"EPC00178";"Inorganic carbon in the sediment";"12/12/2016 15:20:45";"Inorganic carbon in the sediment";"Concentration of total inorganic carbon in sediment pore water."
"EPC00179";"Water body tributyltin (TBT)";"3/20/2018 16:01:06";"Water body tributyltin (TBT)";"Concentration of tributyltin in the water (dissolved, reactive particulate or suspended particulate material) regardless of analytical method per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00180";"Ammonium in the sediment";"12/12/2016 15:20:45";"Ammonium in the sediment";"Concentration of ammonium in sediment pore water."
"EPC00181";"Phosphate in the sediment";"12/12/2016 15:20:45";"Phosphate in the sediment";"Concentration of phosphate in sediment pore water."
"EPC00183";"Water body naphthalene";"12/12/2016 15:20:45";"Water body naphthalene";"Concentration of naphtalene (dissolved, reactive particulate or suspended particulate material) per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00185";"Water body p,p'-DDT+DDD+DDE";"12/12/2016 15:20:45";"Water body p,p'-DDT+DDD+DDE";"Concentration of p,p'-DDT+DDD+DDE per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00186";"Water body dissolved phosphorus";"12/12/2016 15:20:45";"Water body dissolved phosphorus";"Concentration of total dissolved phosphorus per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00187";"Anthracene in the sediment";"12/12/2016 15:20:45";"Anthracene in the sediment";"Concentration of anthracene per unit dry weight of sediment (regardless of sediment size class)."
"EPC00190";"Water body dissolved organic carbon {DOC}";"12/12/2016 15:20:45";"Water body dissolved organic carbon {DOC}";"Concentration of dissolved organic carbon per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00193";"PCB52 in the sediment";"12/12/2016 15:20:45";"PCB52 in the sediment";"Concentration of PCB52 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00194";"Water body PCB52";"12/12/2016 15:20:45";"Water body PCB52";"Concentration of PCB52 (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean."
"EPC00195";"Water body Hexachlorobenzene {HCB}";"12/12/2016 15:20:45";"Water body Hexachlorobenzene {HCB}";"Concentration of hexachlorobenzene (dissolved, reactive particulate or suspended particulate material) per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00196";"Water body caesium-137";"12/12/2016 15:20:45";"Water body caesium-137";"Activity of caesium-137 (dissolved, reactive particulate or suspended particulate material) per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00198";"Water body dissolved inorganic nitrogen (DIN)";"12/12/2016 15:20:45";"Water body dissolved inorganic nitrogen (DIN)";"Concentration of dissolved inorganic nitrogen per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00199";"Nitrate in the sediment";"12/12/2016 15:20:45";"Nitrate in the sediment";"Concentration of nitrate per unit volume of the sediment pore water."
"EPC00200";"Organic nitrogen in the sediment";"12/12/2016 15:20:45";"Organic nitrogen in the sediment";"Concentration of organic nitrogen per unit dry weight of sediment (regardless of sediment size class)."
"EPC00201";"Water body particulate phosphorus";"12/12/2016 15:20:45";"Water body particulate phosphorus";"Concentration of phosphorus in suspended particulate matter (regardless of filter porosity) per unit volume of a river, estuary, sea or ocean by any method in filtered water."
"EPC00206";"PCB28 in the sediment";"12/12/2016 15:20:45";"PCB28 in the sediment";"Concentration of PCB28 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00208";"Hexachlorobenzene {HCB} in the sediment";"12/12/2016 15:20:45";"Hexachlorobenzene {HCB} in the sediment";"Concentration of hexachlorobenzene per unit dry weight of sediment (regardless of sediment size class)."
"EPC00209";"Total alkalinity in the sediment";"12/12/2016 15:20:45";"Total alkalinity in the sediment";"Total alkalinity in sediment pore water."
"EPC00210";"Tributyltin (TBT) in the sediment";"3/20/2018 15:59:49";"Tributyltin (TBT) in the sediment";"Concentration of tributyltin per unit dry weight of sediment (regardless of sediment size class)."
"EPC00211";"Silicate in the sediment";"12/12/2016 15:20:45";"Silicate in the sediment";"Concentration of dissolved silicate per unit volume of sediment pore waters."
"EPC00212";"Water body particulate nitrogen";"12/12/2016 15:20:45";"Water body particulate nitrogen";"Concentration of nitrogen in suspended particulate matter (regardless of filter porosity) per unit volume of a river, estuary, sea or ocean by any method in filtered water."
"EPC00213";"Water body fluoranthene";"12/12/2016 15:20:45";"Water body fluoranthene";"Concentration of fluoranthene (dissolved, reactive particulate or suspended particulate material) per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00214";"Naphthalene in the sediment";"12/12/2016 15:20:45";"Naphthalene in the sediment";"Concentration of napthalene per unit dry weight of sediment (regardless of sediment size class)."
"EPC00216";"PCB138 in the sediment";"12/12/2016 15:20:45";"PCB138 in the sediment";"Concentration of PCB138 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00217";"PCB180 in the sediment";"12/12/2016 15:20:45";"PCB180 in the sediment";"Concentration of PCB180 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00218";"PCB153 in the sediment";"12/12/2016 15:20:45";"PCB153 in the sediment";"Concentration of PCB153 per unit dry weight of sediment (regardless of sediment size class)."
"EPC00220";"Water body PCB118";"12/12/2016 15:20:45";"Water body PCB118";"Concentration of PCB118 (dissolved, reactive particulate or suspended particulate material) in a river, estaury, sea or ocean."
"EPC00221";"Water body PCB28";"12/12/2016 15:20:45";"Water body PCB28";"Concentration of PCB28 (dissolved, reactive particulate or suspended particulate material) in a river, estaury, sea or ocean."
"EPC00222";"p,p'-DDT in the sediment";"12/12/2016 15:20:45";"p,p'-DDT in the sediment";"Concentration of p,p'-DDT per unit dry weight of sediment (regardless of sediment size class)."
"EPC00223";"p,p'-DDD in the sediment";"12/12/2016 15:20:45";"p,p'-DDD in the sediment";"Concentration of p,p'-DDD per unit dry weight of sediment (regardless of sediment size class)."
"EPC00224";"p,p'-DDE in the sediment";"12/12/2016 15:20:45";"p,p'-DDE in the sediment";"Concentration of p,p'-DDE per unit dry weight of sediment (regardless of sediment size class)."
"EPC00225";"Water body p,p'-DDT";"12/12/2016 15:20:45";"Water body p,p'-DDT";"Concentration of p,p'-DDT per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00226";"Water body p,p'-DDD";"12/12/2016 15:20:45";"Water body p,p'-DDD";"Concentration of p,p'-DDD per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00227";"Water body p,p'-DDE";"12/12/2016 15:20:45";"Water body p,p'-DDE";"Concentration of p,p'-DDE per unit volume of a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"WATERTEMP";"ITS-90 water temperature";"10/20/2016 12:27:18";"ITS-90 temperature";"All measures of the temperature of any water body by any method. Includes P01 codes that are either explicitly labelled ITS-90 or have no explicit temperature scale label. Additional filters such as collection date will be required to be certain IPTS-68 data are excluded from the aggregation."
"EXTRA001";"Water body sensor depth";"not BODC";"Water body sensor depth";"Depth of sensor relative to water surface"
"EXTRA002";"Water body PAR extinction";"not BODC";"Water body PAR extinction";"Extinction of PAR light in the vertical"
"EXTRA003";"Water body secchi depth";"not BODC";"Water body secchi depth";"Secchi depth"
"EXTRA004";"Water body particulate matter";"not BODC";"Water body particulate matter";"Particulate (suspended) matter in the water body"
"EXTRA005";"Water body total Kjeldahl nitrogen";"not BODC";"Water body total Kjeldahl nitrogen";"Total Kjeldahl nitrogen in the water body"
