"conceptid";"preflabel";"modified";"altlabel";"definition"
"S050153";"processing following SCOR protocol";"4/25/2017 17:24:02";"";"A pigment concentration data protocol defined in Jeffrey SW, Humphrey SF (1975) New spectrophotometric equations for determining chlorophylls a, b, c1 and c2 in higher plants, algae and phytoplankton. Biochem. Biophysiol. Planzen, 167, 191-194."
"S050154";"processing after Wright and Coffin (1984)";"4/25/2017 17:24:02";"";"A technique for calculating grazing turnover of bacteria described in Wright, R.T. and R.B. Coffin. 1984. Measurements of bacterial production and microzooplankton in an estuarine-coastal water system of northern Massachusetts. Microbial Ecology 10: 137-149."
"S050155";"recomputation to potential temperature using pCO2*EXP((Theta - T)*0.0423)";"4/25/2017 17:24:02";"";"A partial pressure of CO2 data proccessing method where the data are recalculated to a potential temperature scale using the equation pCO2new = pCO2old * EXP((potential temperature - temperature) * 0.0423)"
"S050156";"recomputation to water location at fixed time using POL NSP model";"4/25/2017 17:24:02";"";"A positional data processing method which recomputes the position a sample was taken at to the water location at a fixed time as outlined in Jones (1991). A general purpose model for the North Sea project. NERC News 16: 25-26."
"S050157";"salt correction";"4/25/2017 17:24:02";"";"A sediment density data processing protocol in which the mass of the dried sample has been corrected for the presence of salt from the water driven off during srying"
"S050158";"smoothed";"4/25/2017 17:24:02";"";"The irradiance field is smoothed as it is defined by an integral smoothing function."
"S050159";"standardisation to NBS scale";"4/25/2017 17:24:02";"";"The measurements have been standardised to the appropriate scale defined by the United States National Institute of Standards and Technology (formerly the National Standards Bureau)."
"S050160";"correction after Stuiver and Reimer";"4/25/2017 17:24:02";"";"A correction applied to radiocarbon dates for variation in marine carbon reservoir."
"S050161";"subtraction of measured atmospheric pressure and conversion to depth using unspecified algorithm";"4/25/2017 17:24:02";"";"A depth data processing protocol in which the the recorded pressure at depth is corrected for atmospheric pressure and the resulting value is converted to depth using an unknown algorithm."
"S050162";"subtraction of Synechococcus+Prochlorococcus from total bacteria";"4/25/2017 17:24:02";"";"Simple differencing to determine heterotrophic bacteria abundance from determinations of total bacteria and of Synechococcus+Prochlorococcus."
"S050163";"subtraction of tidal height sensor2 value from tidal height sensor1 value";"4/25/2017 17:24:02";"";"The value has been obtained by differencing simulataneous measurements from duplicate sensors."
"S050164";"subtraction of value predicted by tidal analysis";"4/25/2017 17:24:02";"";"A residual value of pressure, sea level or current vectors has been computed by subtracting values computed using an unspecified tidal analysis algorithm from the measured values."
"S050165";"summation of staged leachate analyses";"8/5/2019 18:58:57";"";"The overall concentration has been determined by adding together concentrations of the analyte in different chemical states as determined following a sequential leaching protocol. This record was initially set up for the protocols described in Chester et al 1988 (https://doi.org/10.1016/0304-4203(88)90036-9). This reference was removed on 05/08/2019 making this data processing record applicable to any sequential leaching protocols."
"S050166";"summation of size-fractions and differencing results from acidified and unacidified samples";"4/25/2017 17:24:02";"";"The data presented are the result of differencing the outcomes of both acidified and unacidified experiments and the integration of data from the complete size range."
"S050167";"summation of vehicle depth below water column surface and height above bed";"4/25/2017 17:24:02";"";"Water column depth has been determined by adding together measurements of distance to bed and distance to surface taken by an underwater vehicle."
"S050168";"correction to in-situ temperature after Takahashi";"4/25/2017 17:24:02";"";"A partial pressure of CO2 data processing protocol specified in Takahashi et al (1993) Seasonal variation of CO2 and nutrients in the high-latitude surface oceans: A comparative study. Global Biogeochemical Cycles, 7, 843-878."
"S050169";"taking the average value from two or more sensors";"4/25/2017 17:24:02";"";"The data value has been derived by averaging the simultaneous values recorded by multiple sensors."
"S050170";"taking the maximum value from two or more sensors";"4/25/2017 17:24:02";"";"The data value has been derived by taking the highest simultaneous value recorded by multiple sensors. Generally used for shipborne radiometer data to minimise artefacts caused by shading."
"S050171";"tidal analysis";"4/25/2017 17:24:02";"";"An unspecified protocol has been used to determine tidal harmonic constants from the measured time series and these constants have been used to compute the proportion of the measured value due to tides."
"S050172";"transformation from WGS84 to Irish National Grid Reference System";"4/25/2017 17:24:02";"";"A geometric transformation has been applied to convert positions from a 3D geographic CRS to a national standard projection."
"S050173";"unspecified prediction algorithm";"4/25/2017 17:24:02";"";"An unspecified computational prediction protocol has been used to derive the data values based on a theoretical model."
"S050174";"verification against independent measurements";"4/25/2017 17:24:02";"";"The values have been checked and if necessary adjusted using data collected by another instrument measuring the parameter of interest adjacent to the instrument whilst it was making its measurements. Examples are verification of CTD temperatures using rev"
"S050175";"computation from wet bulk density and assumed mineral grain and seawater densities";"4/25/2017 17:24:02";"";""
"S050176";"computation from wet bulk density";"4/25/2017 17:24:02";"";""
"S050177";"correction for lithogenic Ba contribution";"4/25/2017 17:24:02";"";""
"S050178";"computation from pCO2 following correction to dry air and calibration against standards";"6/29/2017 12:21:25";"";""
"S050179";"Takahashi correction to in-situ temperature";"6/29/2017 01:17:24";"";"A partial pressure of CO2 data processing protocol specified in Takahashi et al (1993) Seasonal variation of CO2 and nutrients in the high-latitude surface oceans: A comparative study. Global Biogeochemical Cycles, 7, 843-878."
"S050180";"computation from biovolume using equations from Menden-Deuer and Lessard (2000)";"7/31/2017 17:28:25";"";"Conversion from biovolume were made using the relationships derived by Menden-Deuer, S. and E. J. Lessard (2000). Carbon to volume relationships for dinoflagellates, diatoms, and other protist plankton. Limnology and Oceanography 45(3): 569-579."
"S050181";"normalisation from per cell to per cell volume";"7/31/2017 17:35:53";"";"The measured value was divided by the biovolume."
"S050182";"computation using UNESCO 1983 algorithm";"9/19/2017 01:46:29";"UNESCO_1983";"The parameter has been calculated using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050183";"computation using UNESCO 1983 algorithm and NO calibration against independent measurements";"9/19/2017 17:19:00";"UNESCO_1983_uncal";"The parameter has been calculated using the algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris; the sensor values have not been checked against in-situ measurements."
"S050184";"computation using UNESCO 1983 algorithm and calibration against independent measurements";"9/19/2017 17:20:04";"UNESCO_1983_cal";"The parameter has been calculated using the algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris; the sensor values have been calibrated against in-situ measurements."
"S050185";"computation using Andrassy (1956) formula";"10/14/2017 16:27:38";"";"A method to calculate the body mass of nematodes using the formula W = (L*D2)/(1.6*106) where W is the mass (as fresh weight in micrograms) per individual, L is the nematode length (in microns) and D is the greatest body diameter (in microns). Andrassy I (1956) The determination of volume and weight of nematodes. Acta Zool 2:1–15."
"S050186";"computation by morphometric method";"10/14/2017 16:57:38";"";"The variable (e.g. body mass) has been derived from formula based on the geometry and size measurement of the observed entity or component part thereof."
"S050187";"categorisation using EMODnet chemistry reporting protocol";"11/25/2017 21:00:16";"";"The parameter is constrained according to the EMODnet chemistry reporting protocol."
"S050188";"down-crossing analysis";"12/14/2017 23:15:51";"";"Refers to wave analysis performed on the section of the record where the waveform crosses the zero axis formed by the record average level from positive to negative."
"S050189";"up-crossing analysis";"7/16/2018 19:11:19";"";"Refers to wave analysis performed on the section of the record where the waveform crosses the zero axis formed by the record average level from negative to positive."
"S050190";"correction for variation in surface illumination";"12/18/2017 20:53:29";"";"A correction applied to underwater light measurements to account for changes in the light field at the surface of the water column."
"S050191";"computation using stereometric formulas";"1/16/2018 15:35:05";"";"Calculation of the volume of an object using shape geometry, measurements and mathematical formula."
"S050192";"expressed at measurement altitude";"1/29/2018 17:12:13";"";"Used for meteorological measurements made at a height that significantly differs from the accepted standard height of 10 metres above ground or sea level. A corrected value to a height of 10 metres is likely to be available as part of the dataset."
"S050193";"correction for atmospheric stability and to a height of 10m";"1/29/2018 17:19:41";"";"TBC"
"S050194";"cell averaging";"1/29/2018 17:27:18";"";"A radar data processing method."
"S050195";"classification to a term from the NVS SeaDataCloud Flow Cytometry Standardised Cluster Names Vocabulary (SDN:F02::)";"2/1/2018 21:32:57";"";"The observation has been identified using a term defined in the NVS SeaDataCloud Flow Cytometry Standardised Cluster Names F02 controlled vocabulary."
"S050196";"computation from PvI and the absorption of photosynthetically active radiation (PAR) data";"3/8/2018 15:59:36";"";"The data value has been computed from parameters derived from photosynthesis-versus-light curve analyses and the observed absorption of photosynthetically active radiation (PAR)."
"S050197";"classification to a term from the JNCC's Marine Habitat Classification for Britain and Ireland Version 04.05 (SDN:M20::)";"6/14/2018 16:58:08";"";"The habitat has been described using a term define in the Joint Nature Conservation Committee's Marine Habitat Classification for Britain and Ireland Version version 04.05 (SDN:M20::)."
"S050198";"classification to a term from the JNCC's Marine Habitat Classification for Britain and Ireland Version 15.03 (SDN:M21::)";"6/14/2018 17:16:37";"";"The habitat has been described using a term define in the Joint Nature Conservation Committee's Marine Habitat Classification for Britain and Ireland Version version 15.03 (SDN:M21::)."
"S050199";"automated record analysis using the zero-crossing method";"7/17/2018 17:17:45";"";"An automated wave data processing protocol based on the zero-crossing method."
"S050200";"Tucker-Draper method";"7/18/2018 01:02:32";"";"A method for analysing ocean wave records and reporting results (Draper L (1963) Proc. Inst. Civil Eng. 26 291-304)."
"S050201";"computation using protocol of Barstow et al. (1991)";"7/23/2018 18:21:47";"";"The parameter has been computed according to the protocol published in Barstow SF, Ueland G, Krogstad HE, Fossum BA 1991. The Wavescan second generation directional wave buoy. IEEE J OCEANIC ENG 16(2) 254-266."
"S050202";"using the epsilon notation";"4/27/2022 18:00:25";"";"The isotope composition is reported using the epsilon notation for stable isotope fractionation defined as the deviation of the isotope ratio of a sample relative to a standardin parts per ten thousand (((Rsample - Rstandard)/Rstandard)x10000)."
"S050203";"using the delta notation";"4/27/2022 18:00:25";"";"The isotope composition is reported using the delta notation for stable isotope fractionation defined as the deviation of the isotope ratio of a sample relative to a standardin parts per thousand (((Rsample - Rstandard)/Rstandard)x1000)."
"S050204";"conversion from height above seabed using bathymetric depth";"9/3/2018 18:54:39";"";"The depth below sea surface was obtained by subtracting height above the bed from the bathymetric depth."
"S050205";"computation from regression line of suspended sediment concentration versus water flow velocity";"9/4/2018 01:25:14";"";"The parameter has been determined from a linear regression of suspended sediment concentration versus shear current velocity."
"S050206";"computation from total mass of suspended solids and bulk density";"9/4/2018 01:25:14";"";"The parameter has been derived by calculation of the sediment bulk density and the mass of suspended material removed."
"S050207";"using 0 or 1 binary classification";"9/26/2018 15:23:24";"";"The value of a boolean data type is represented using 0 for boolean false and 1 for boolean true."
"S050208";"using P or N binary classification";"9/26/2018 15:26:01";"";"The value of a boolean data type is represented using N for boolean false (eg absence) and P for boolean true (eg presence)."
"S050209";"computation using the Blackburn-Caperon model";"10/3/2018 15:24:43";"";"The value is derived using the isotope dilution technique and equations first described in Blackburn 1979 and in Caperon et al 1979."
"S050210";"calibration to read zero in clear water with computation from volume scatter";"12/5/2018 05:31:40";"";"A correction has been made to the data for light source deterioration due to volume of a medium using a procedure that results in a zero value in pure water, rather than a zero value in air (which would give a value in pure water of around 0.36)."
"S050211";"transformation from OSGB36 easting";"1/25/2019 23:04:57";"";"A geometric transformation has been applied to convert positions from Ordnance Survey Great Britain 1936 easting reading."
"S050212";"transformation from OSGB36 northing";"1/25/2019 23:05:44";"";"A geometric transformation has been applied to convert positions from Ordnance Survey Great Britain 1936 northing reading."
"S050213";"classification according to Rowles et al (2001)";"3/16/2019 14:24:20";"";"The classification used is published in Rowles, T.K., Van Dolah, F.M.,  Hohn, A.A. (2001) Gross necropsy and specimen collection protocols. In T.K. Rowles, F.M. Van Dolah and A.A. Hohn (Eds), CRC handbook of marine mammal medicine (pp. 449-470). Boca Raton, U.S.A.: CRC Press."
"S050214";"computation from ash-free dry weight and temperature using a general allometric equation (Edgar, 1991)";"3/16/2019 17:29:45";"";"The property was derived from measurements of ash-free dry weight and temperature according to Edgar (1991)."
"S050215";"computation from the wave velocity cell recorded burst";"3/21/2019 14:02:19";"";"The quantity was derived from the mean velocities (from the East and North components) that are measured in the wave velocity cell of an acoustic wave array."
"S050216";"correction for divinyl chlorophyll forms";"3/26/2019 19:26:37";"";"The pigment concentration has been calculated by removing the influence of divinyl chlorophyll forms."
"S050217";"correction for bacteriochlorophyll c+d following Caraco and Puccoon 1986, and Golterman et al. 1978";"3/26/2019 19:34:11";"";"The pigment concentration has been calculated by removing the influence bacteriochlorophylls c and d."
"S050218";"derivation from GEBCO_19 15 arc-second global grid";"5/13/2019 18:14:11";"";"The data have been derived from the GEBCO 2019 15 arc-second global bathymetric grid."
"S050219";"derivation from GEBCO_14 30 arc-second global grid";"5/13/2019 18:20:40";"";"The data have been derived from the GEBCO 2014 30 arc-second global bathymetric grid."
"S050220";"derivation from GEBCO_08 30 arc-second global grid";"5/13/2019 18:21:17";"";"The data have been derived from the GEBCO 2008 30 arc-second global bathymetric grid."
"S050221";"differencing results from two size-fractions";"8/2/2019 09:57:32";"";"The data was not measured directly but derived by subtracting results from two different size-fractions: one that contains the fraction of interest and the other that does not contain the fraction of interest."
"S050222";"classification using GEBCO Grid Source Data Type Identifier (SDN:GGT::)";"11/25/2019 14:27:47";"";"The data or information was distributed into classes defined in the controlled vocabulary collection vocab.nerc.ac.uk/collection/GGT/."
"S050223";"classification to a term from the JNCC's Marine Habitat Classification for Britain and Ireland Version 97.06 (SDN:M24::)";"11/26/2019 11:50:58";"";"A text term plus URI describing the seabed habitat of marine, coastal or estuarine waters using the JNCC's Marine Habitat Classification for Britain and Ireland Version 97.06."
"S050224";"conversion to WMO code using table 4300";"2/19/2020 17:33:58";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published table 4300."
"S050225";"processing in near real-time";"6/29/2020 15:35:40";"";"The data have been transformed using only fully automated data processing techniques and within the constraints of a near-real time data system with respect to transmission volume and processing power."
"S050226";"classification to a term from the EMODnet Human Activities vocabulary (SDN:HA2::)";"10/20/2020 22:31:05";"";"The data or information was reported using terms defined in the EMODnet Human Activities vocabulary vocab.nerc.ac.uk/collection/HA2."
"S050227";"classification to a term from the Marine Strategy Framework Directive broad habitat types (Commission Decision (EU)2017/848)";"10/20/2020 22:35:49";"";"The data or information was reported using terms defined in the Broad habitat types vocabulary http://dd.eionet.europa.eu/vocabulary/msfd/broadHabitatTypes/ released 24 Oct 2017 14:47:22."
"S050228";"computation using resultant velocity components from beams 1 and 3";"1/19/2021 15:04:25";"";"The 3D velocity is computed from the resultant horizontal velocity components and one vertical velocity from beams 1 and 3 of an acoustic doppler current profiler."
"S050229";"computation using resultant velocity components from beams 2 and 4";"1/19/2021 15:04:49";"";"The 3D velocity is computed from the resultant horizontal velocity components and one vertical velocity from beams 2 and 4 of an acoustic doppler current profiler."
"S050230";"computation using the eddy covariance method";"2/12/2021 13:47:34";"";"A statistical method used to process eddy covariance measurements and to derive quantities such as heat, momentum, and gas fluxes between a flat, horizontally homogeneous surface and the overlying atmosphere."
"S050231";"computation of carbon biomass using the equation of Alcaraz et al. (2003)";"4/27/2021 01:51:25";"";"Carbon biomass derived from image analysis using methodology described in Alcaraz, M., Saiz, E., Calbet, A. et al. Estimating zooplankton biomass through image analysis. Marine Biology 143, 307–315 (2003). https://doi.org/10.1007/s00227-003-1094-8."
"S050232";"computation of carbon biomass from abundance using the equations of Menden-Deuer and Lessard (2000)";"4/27/2021 14:02:36";"";"Carbon biomass derived from abundance using methodology described in Menden-Deuer and Lessard (2000). Carbon to volume relationships for dino?agellates, diatoms, and other protist plankton (https://doi.org/10.4319/lo.2000.45.3.0569)."
"S050233";"computation of carbon biomass using the equation of Andrássy (1956)";"4/27/2021 15:02:36";"";"Carbon biomass derived from image analysis using the Andrássy (1956) formula for nematodes: W = (L*D2)/(1.6*106) where W is the mass (as fresh weight in ug) per individual, L is the nematode length (um) and D is the greatest body diameter (um)."
"S050234";"computation of carbon biomass from displacement volumes";"4/27/2021 15:01:23";"";"Carbon biomass estimated from displacement volumes using unknown algorithms or algorithms specified elsewhere in the metadata."
"S050235";"computation from true wind speed using the COARE3.5 model (Edson et al. 2013)";"5/21/2021 01:11:36";"";"True wind speed is computed to neutral conditionas using the COARE3.5 model algorithm (Edson et al. 2013, https://doi.org/10.1175/JPO-D-12-0173.1)."
"S050236";"classification to a term from the OSPAR Commission's List of Threatened and/or Declining Species and Habitats (SDN:M22::)";"6/23/2021 11:38:54";"";"The habitat has been described using a term defined in the OSPAR Commission's List of Threatened and/or Declining Species and Habitats (SDN:M22::)."
"S050237";"classification to a term from the HELCOM 'HUB' Underwater Biotope and Habitat Classification System (SDN:M23::)";"6/23/2021 11:25:46";"";"The habitat has been described using a term defined in the HELCOM 'HUB' Underwater Biotope and Habitat Classification System (SDN:M23::)."
"S050238";"classification to a term from the Everyone's Gliding Observatories (EGO) format reference list (https://doi.org/10.13155/34980)";"7/6/2021 14:50:00";"";"The classification used is published as a reference table within the Everyone's Gliding Observatories (EGO) gliders NetCDF format reference manual, with the latest version published at https://doi.org/10.13155/34980."
"S050239";"normalisation at zero pressure and 25 degrees Celsius";"11/29/2021 14:41:06";"";"The data presented are normalised to account for the effect of temperature and pressure on the neutral value of pH."
"S050240";"manufacturer's calibration and correction against independent temperature and salinity measurements";"12/2/2021 13:09:24";"";"The sensor has been calibrated using the manufacturer's calibration, and has been further corrected against other measurements of the observed property (e.g. from another sensor). The latter may be applied using dedicated software (e.g. Sea-Bird software)."
"S050241";"manufacturer's calibration and laboratory calibration against TRIS-buffer applied";"12/2/2021 13:11:10";"";"The sensor has been calibrated using the manufacturer's calibration, and has been further calibrated against a TRIS-buffer with salinity 35. This involves immersing the sensor electrodes in a certified reference material (CRM) and comparing the sensor output values with the theoretical values for the TRIS buffer at different temperatures. The offset is then applied to the sensor values."
"S050242";"computation using equations from Legendre and Gosseline (1996)";"3/24/2022 14:00:07";"";"The parameter has been calculated using the equations published in Legendre, L., and Gosseline, M. (1996). Estimation of N and C uptake rates by phytoplankton using 15N and 13C: revisiting the usual computation formulae. J. Plankt. Res. 19, 263-271."
